"","titulo","autor","precio","enlace","id_libro","editorial","paginas","anio","precio_pag"
"870","COMUNICACION CORPORATIVA EN LA ERA DE LA GLOBALIZACION","DONCEL MARTIN, ISRAEL","29232.00","https://cuspide.com/producto/comunicacion-corporativa-en-la-era-de-la-globalizacion/",870,"UNIR
","162
","01/01/2019
",180.444444444444
"871","ROCKET","SILVERSTEIN, MICHAEL J.","23251.00","https://cuspide.com/producto/rocket/",871,"UNIR
","432
","01/01/2019
",53.8217592592593
"872","UNUSUAL ADVERTISING",NA,"24230.00","https://cuspide.com/producto/unusual-advertising/",872,"SELLO
","160
","01/01/2014
",151.4375
"873","LOS 25 HABITOS DE LOS INVERSORES ALTAMENTE EFICACES","SANDERS, PETER","48300.00","https://cuspide.com/producto/los-25-habitos-de-los-inversores-altamente-eficaces-2/",873,"PROFIT
","240
","01/01/2017
",201.25
"874","DISEÑAR EL CAMBIO","BROWN, TIM","47700.00","https://cuspide.com/producto/disenar-el-cambio/",874,"EMPRESA ACTIVA
","10
","01/01/2021
",4770
"875","EL LIDER EXTRAORDINARIO","ZENGER, JOHN H.","42500.00","https://cuspide.com/producto/el-lider-extraordinario/",875,"PROFIT
","352
","01/01/2018
",120.738636363636
"876","EL EMPRENDEDOR LEAN","COOPER, BRANT","46905.50","https://cuspide.com/producto/el-emprendedor-lean/",876,"UNIR
","328
","01/01/2019
",143.004573170732
"877","JEFE POR PRIMERA VEZ","DIAZ CHUQUIPIONDO, RICHARD","20706.00","https://cuspide.com/producto/jefe-por-primera-vez/",877,"MACRO
","184
","01/01/2018
",112.532608695652
"878","ELIMINA TU ESTRES","CLAUSE, PIERRE","10000.00","https://cuspide.com/producto/elimina-tu-estres/",878,"MALINKA
","64
","01/01/2017
",156.25
"879","GESTION DE PROYECTOS CON PROJECT , EXCEL Y VISIO","ANGULO AGUIRRE, LUIS","33025.00","https://cuspide.com/producto/gestion-de-proyectos-con-project-excel-y-visio/",879,"MACRO
","10
","01/01/2013
",3302.5
"880","CULTIVA TU INTELIGENCIA EMOCIONAL","CHERRET DE LA BOISSIERE, ANNE","8000.00","https://cuspide.com/producto/cultiva-tu-inteligencia-emocional/",880,"MALINKA
","64
","01/01/2017
",125
"881","LAS EMPRESAS EXTRANJERAS EN LA ARGENTINA DESDE EL SIGLO XIX AL XX","LANCIOTTI, NORMA","19000.00","https://cuspide.com/producto/las-empresas-extranjeras-en-la-argentina-desde-el-siglo-xix-al-xx/",881,"IMAGO MUNDI
","150
","01/01/2018
",126.666666666667
"882","NEUROVENTAS PACK ( DOS VOLUMENES )","BRAIDOT, NESTOR","50200.00","https://cuspide.com/producto/neuroventas-pack-dos-volumenes/",882,"GRANICA
","413
","01/01/2017
",121.549636803874
"883","E – BRANDING","GARCIA ROCA, WILLIAM","20706.00","https://cuspide.com/producto/e-branding/",883,"MACRO
","10
","01/01/2013
",2070.6
"884","MUJERES DE EXITO SOMOS TODAS","MENENDEZ BOLAOS, YOLANDA","20706.00","https://cuspide.com/producto/mujeres-de-exito-somos-todas/",884,"MACRO
","141
","01/01/2018
",146.851063829787
"885","PUBLICIDAD  MARKETING Y MEDIOS","MELNIK, LUIS","19000.00","https://cuspide.com/producto/publicidad-marketing-y-medios/",885,"CLARIDAD
","256
","01/01/2008
",74.21875
"886","COMO ELABORAR UN PLAN DE MARKETING","DIAZ CHUQUIPIONDO, RICHARD","20706.00","https://cuspide.com/producto/como-elaborar-un-plan-de-marketing/",886,"MACRO
","173
","01/01/2018
",119.687861271676
"887","JEFE DE ALMACEN POR PRIMERA VEZ","DIAZ CHUQUIPIONDO, HERMILIO","20706.00","https://cuspide.com/producto/jefe-de-almacen-por-primera-vez/",887,"MACRO
","10
","01/01/2013
",2070.6
"888","VENTAS TECNICAS","DIAZ CHUQUIPIONDO, RICHARD","20706.00","https://cuspide.com/producto/ventas-tecnicas/",888,"MACRO
","147
","01/01/2018
",140.857142857143
"889","SUPERACION DE OBJECIONES Y CIERRE DE VENTAS","DIAZ CHUQUIPIONDO, RICHARD","20706.00","https://cuspide.com/producto/superacion-de-objeciones-y-cierre-de-ventas/",889,"MACRO
","150
","01/01/2018
",138.04
"890","PANDENOMICS","MILEI, JAVIER","21900.00","https://cuspide.com/producto/pandenomics/",890,"GALERNA
","358
","01/01/2020
",61.1731843575419
"891","INFORMATICA PARA PYMES C/CD","PAREDES BRUNO, POUL","35774.50","https://cuspide.com/producto/informatica-para-pymes-c-cd/",891,"MACRO
","351
","01/01/2018
",101.921652421652
"892","REDACCION EMPRESARIAL","MATEO ROJAS, MIGUEL","30311.00","https://cuspide.com/producto/redaccion-empresarial/",892,"MACRO
","428
","01/01/2018
",70.8200934579439
"893","ETICA Y EMPRESA","GILLI, JUAN JOSE","25200.00","https://cuspide.com/producto/etica-y-empresa/",893,"GRANICA
","152
","01/01/2011
",165.789473684211
"894","COMO ADMINISTRAR MEJOR SU TIEMPO","GAMONNET, FRANCOIS","8350.00","https://cuspide.com/producto/como-administrar-mejor-su-tiempo/",894,"GRANICA
","144
","01/01/2009
",57.9861111111111
"895","GESTI.N DE COBRANZAS CON EXCEL  C/CD","PACHECO, JOHNNY","35774.50","https://cuspide.com/producto/gesti-n-de-cobranzas-con-excel-c-cd/",895,"MACRO
","10
","01/01/2012
",3577.45
"896","ENSAYO SOBRE EL PRINCIPIO DE LA POBLACION","MALTHUS, THOMAS R.","19000.00","https://cuspide.com/producto/ensayo-sobre-el-principio-de-la-poblacion/",896,"CLARIDAD
","192
","01/01/2007
",98.9583333333333
"897","EL EMPRENDEDOR DE XITO",NA,"37944.00","https://cuspide.com/producto/el-emprendedor-de-xito/",897,"MCGRAW-HILL
","10
","01/01/2015
",3794.4
"898","ECONOMIA $O$","PORCELLA, VIRGINIA","8000.00","https://cuspide.com/producto/economia-o/",898,"EDICIONES B
","208
","01/01/2013
",38.4615384615385
"899","INGENIERIA ECONOMICA",NA,"58069.00","https://cuspide.com/producto/ingenieria-economica/",899,"MCGRAW-HILL
","10
","01/01/2015
",5806.9
"900","ANALISIS DE LA PRODUCCION Y LAS OPERACIONES",NA,"73209.50","https://cuspide.com/producto/analisis-de-la-produccion-y-las-operaciones/",900,"MCGRAW-HILL
","664
","01/01/2000
",110.255271084337
"901","MARKETING",NA,"78157.00","https://cuspide.com/producto/marketing/",901,"MCGRAW-HILL
","752
","01/01/2000
",103.932180851064
"902","MACROECONOMIA CON APLICACIONES DE AMERICA LATINA","MOCHON, FRANCISCO","48211.00","https://cuspide.com/producto/macroeconomia-con-aplicaciones-de-america-latina/",902,"MCGRAW-HILL
","512
","01/01/2000
",94.162109375
"903","ELEMENTOS DE ADMINISTRACION","KOONTZ, DEAN","55800.00","https://cuspide.com/producto/elementos-de-administracion/",903,"MCGRAW-HILL
","480
","01/01/2000
",116.25
"904","EL EMPRENDEDOR DE EXITO","ALCARAZ RODRIGUEZ, RAFAEL","37944.00","https://cuspide.com/producto/el-emprendedor-de-exito/",904,"MCGRAW-HILL
","306
","01/01/2011
",124
"905","MANAGEMENT COOPERATIVISTA","DAVIS, PETER; DONALDSON, JOHN","35900.00","https://cuspide.com/producto/management-cooperativista/",905,"GRANICA
","256
","01/01/2005
",140.234375
"906","ADMINISTRACION DE OPERACIONES",NA,"63054.00","https://cuspide.com/producto/administracion-de-operaciones/",906,"MCGRAW-HILL
","560
","01/01/2000
",112.596428571429
"907","MICROECONOMIA CON APLICACIONES A AMERICA LATINA","MOCHON, FRANCISCO; CARREON, VI...","49699.00","https://cuspide.com/producto/microeconomia-con-aplicaciones-a-america-latina/",907,"MCGRAW-HILL
","394
","01/01/2011
",126.139593908629
"908","ELABORACION DE COSTOS Y PRESUPUESTOS CON S10 2005 PARA WINDOWS C/CD","UGARTE CONTRERAS, OLGER","30311.00","https://cuspide.com/producto/elaboracion-de-costos-y-presupuestos-con-s10-2005-para-windows-c-cd/",908,"MACRO
","280
","01/01/2016
",108.253571428571
"909","INVESTIGACION DE OPERATIVA","RAFFO LECCA, EDUARDO","33025.00","https://cuspide.com/producto/investigacion-de-operativa/",909,"MACRO
","304
","01/01/2018
",108.634868421053
"910","SEGURIDAD EN EL TRABAJO","RAFFO LECCA, EDUARDO","37827.50","https://cuspide.com/producto/seguridad-en-el-trabajo/",910,"MACRO
","351
","01/01/2018
",107.770655270655
"911","PRODUCTIVIDAD TOTAL","MEDIANERO BURGA, DAVID","38593.00","https://cuspide.com/producto/productividad-total/",911,"MACRO
","294
","01/01/2016
",131.268707482993
"912","DISEÑO DE PROYECTOS SOCIALES","MEDIANERO BURGA, DAVID","38628.00","https://cuspide.com/producto/diseno-de-proyectos-sociales/",912,"MACRO
","390
","01/01/2018
",99.0461538461538
"913","GESTION DE LA CADENA DE SUMINISTRO","DIAZ CHUQUIPIONDO, HERMILIO","35774.50","https://cuspide.com/producto/gestion-de-la-cadena-de-suministro/",913,"MACRO
","390
","01/01/2018
",91.7294871794872
"914","PROYECTOS","ANGULO, LUIS","39254.50","https://cuspide.com/producto/proyectos-2/",914,"MACRO
","10
","01/01/2018
",3925.45
"915","INVESTIGACION DE MERCADOS","DE LA TORRE, LUIS","23385.50","https://cuspide.com/producto/investigacion-de-mercados-2/",915,"MACRO
","10
","01/01/2018
",2338.55
"916","SISTEMAS AVANZADOS DE FABRICACION DISTRIBUIDA","AGUAYO GONZALEZ, FRANCISCO; BA...","51446.00","https://cuspide.com/producto/sistemas-avanzados-de-fabricacion-distribuida/",916,"RA-MA
","596
","01/01/2007
",86.3187919463087
"917","INVESTIGACION DE OPERACIONES","ORTIZ, MIKY","31633.00","https://cuspide.com/producto/investigacion-de-operaciones/",917,"MACRO
","10
","01/01/2018
",3163.3
"918","PROGRAMACION DE PROYECTOS CON INCERTIDUMBRES","REATEGUI VILLANUEVA, JAVIER","34452.00","https://cuspide.com/producto/programacion-de-proyectos-con-incertidumbres/",918,"MACRO
","267
","01/01/2018
",129.033707865169
"919","PLANEAMIENTO ESTRATEGICO","CHOQUE LARRAURI, RAUL","20706.00","https://cuspide.com/producto/planeamiento-estrategico/",919,"MACRO
","10
","01/01/2016
",2070.6
"920","INTRODUCCION A LA OPTIMIZACION NO LINEAL","ACCINELLI, ELVIO","49858.00","https://cuspide.com/producto/introduccion-a-la-optimizacion-no-lineal/",920,"REVERTE
","196
","01/01/2009
",254.377551020408
"921","LA TRILOGIA DEL MBA","DIAZ CHUQUIPIONDO, RICHARD","30311.00","https://cuspide.com/producto/la-trilogia-del-mba/",921,"MACRO
","301
","01/01/2018
",100.700996677741
"922","EMPRESAS EN CONSTRUCCION","BRANDSTADTER, ARIEL","19000.00","https://cuspide.com/producto/empresas-en-construccion/",922,"CLARIDAD
","224
","01/01/2011
",84.8214285714286
"923","COOPERACION PARA EL DESARROLLO",NA,"70493.00","https://cuspide.com/producto/cooperacion-para-el-desarrollo/",923,"MUNDI-PRENSA
","10
","01/01/1994
",7049.3
"924","NEUROMARKETING","DIAZ CHUQUIPIONDO, RICHARD","20706.00","https://cuspide.com/producto/neuromarketing-2/",924,"MACRO
","180
","01/01/2014
",115.033333333333
"925","GLOSARIO ECONOMIA INDUSTRIAL",NA,"24024.00","https://cuspide.com/producto/glosario-economia-industrial/",925,"MUNDI-PRENSA
","10
","01/01/1995
",2402.4
"926","FISCALIDAD Y PEQUEÑAS EMPRESAS",NA,"59136.00","https://cuspide.com/producto/fiscalidad-y-pequenas-empresas/",926,"MUNDI-PRENSA
","10
","01/01/1995
",5913.6
"927","PRINCIPIOS CAD PARA AYUDA EFICAZ",NA,"46973.00","https://cuspide.com/producto/principios-cad-para-ayuda-eficaz/",927,"MUNDI-PRENSA
","10
","01/01/1995
",4697.3
"928","PRINCIPIOS DE MARKETING","ESTEBAN TALAYA, AGUEDA; GARCIA...","57917.00","https://cuspide.com/producto/principios-de-marketing-2/",928,"ESIC
","832
","01/01/2008
",69.6117788461538
"929","MARKETING SECTORIAL","CUBILLO PINILLA, JOSE MARIA; C...","49663.00","https://cuspide.com/producto/marketing-sectorial/",929,"ESIC
","460
","01/01/2008
",107.963043478261
"930","GESTIONAR EN EQUIPO","ZARATE OLEAGA, JON","24821.50","https://cuspide.com/producto/gestionar-en-equipo/",930,"ESIC
","244
","01/01/2008
",101.727459016393
"931","COMO DIRIGIR REUNIONES","BARKER, ALAN","16900.00","https://cuspide.com/producto/como-dirigir-reuniones/",931,"GEDISA
","192
","01/01/2003
",88.0208333333333
"932","MARKETING Y NIÑOS","TUR VIES, VICTORIA; RAMOS SOLE...","28147.00","https://cuspide.com/producto/marketing-y-ninos/",932,"ESIC
","188
","01/01/2008
",149.718085106383
"933","COMO REDACTAR NUESTRO CURRICULUM VITAE","BRAZEAU, JULIE","15200.00","https://cuspide.com/producto/como-redactar-nuestro-curriculum-vitae/",933,"GEDISA
","176
","01/01/1996
",86.3636363636364
"934","MARIPOSAS EN EL ESTOMAGO","URCOLA MARTIARENA, NEREA","19873.00","https://cuspide.com/producto/mariposas-en-el-estomago/",934,"ESIC
","136
","01/01/2008
",146.125
"935","LOS DIOSES DEL MARKETING SON HUMANOS","MOLERO AYALA, VICTOR","19873.00","https://cuspide.com/producto/los-dioses-del-marketing-son-humanos/",935,"ESIC
","256
","01/01/2008
",77.62890625
"936","EL MERCADO HIPOTECARIO EN LATINOAMERICA","TEMIO AGUIRRE, IGNACIO","49663.00","https://cuspide.com/producto/el-mercado-hipotecario-en-latinoamerica/",936,"ESIC
","380
","01/01/2007
",130.692105263158
"937","QUE ES CREAR VALOR PARA EL ACCIONISTA ?","PEREZ-CARBALLO VEIGA, JUAN F.","26895.00","https://cuspide.com/producto/que-es-crear-valor-para-el-accionista/",937,"ESIC
","242
","01/01/2007
",111.136363636364
"938","TRABAJADORES COMPETENTES","BLANCO PRIETO, ANTONIO","39315.50","https://cuspide.com/producto/trabajadores-competentes/",938,"ESIC
","240
","01/01/2007
",163.814583333333
"939","EL NUEVO SISTEMA DE INFORMACION DE MARKETING","GARMENDIA AGIRRE, FERMIN; ROME...","35188.50","https://cuspide.com/producto/el-nuevo-sistema-de-informacion-de-marketing/",939,"ESIC
","140
","01/01/2007
",251.346428571429
"940","PRINCIPIOS DE MARKETING","ESTEBAN TALAYA, AGUEDA; BARRO ...","66210.50","https://cuspide.com/producto/principios-de-marketing/",940,"ESIC
","808
","01/01/2006
",81.9436881188119
"941","INNOVAR CON EXITO","SAINZ DE VICUA ANCIN, JOSE MAR...","31022.00","https://cuspide.com/producto/innovar-con-exito/",941,"ESIC
","300
","01/01/2006
",103.406666666667
"942","GANESE A LA CLIENTELA FEMENINA","BRENNAN, BRIDGET","12300.00","https://cuspide.com/producto/ganese-a-la-clientela-femenina/",942,"HARPER COLLINS
","240
","01/01/2019
",51.25
"943","GENERACION MARKETING","MOLERO AYALA, VICTOR M.","41369.50","https://cuspide.com/producto/generacion-marketing/",943,"ESIC
","356
","01/01/2006
",116.206460674157
"944","SE VENDE","DOMINGUEZ DONCEL, ALEJANDRO","24821.50","https://cuspide.com/producto/se-vende/",944,"ESIC
","204
","01/01/2008
",121.674019607843
"945","FINANCIACION INTERNACIONAL DE LA EMPRESA","DE JAIME ESLAVA, JOSE; GOMEZ C...","51716.50","https://cuspide.com/producto/financiacion-internacional-de-la-empresa/",945,"ESIC
","352
","01/01/2007
",146.921875
"946","COMPORTAMIENTOS DE COMPRA DEL CONSUMIDOR","RUIZ DE MAYA, SALVADOR; GRANDE...","45516.00","https://cuspide.com/producto/comportamientos-de-compra-del-consumidor/",946,"ESIC
","392
","01/01/2006
",116.112244897959
"947","MOBILE MK","ROMAN, FERNANDO; GONZALEZ-MESO...","15706.50","https://cuspide.com/producto/mobile-mk/",947,"ESIC
","150
","01/01/2005
",104.71
"948","MARKETING CROSCULTURAL","GRANDE, ILDEFONSO","49663.00","https://cuspide.com/producto/marketing-croscultural/",948,"ESIC
","312
","01/01/2004
",159.176282051282
"949","DIRIGIR PERSONAS","URCOLA TELLERIA, JUAN LUIS","55863.50","https://cuspide.com/producto/dirigir-personas/",949,"ESIC
","448
","01/01/2003
",124.6953125
"950","COSTES  MARGENES Y RESULTADOS","VILAR SANCHIS, EDUARDO","41369.50","https://cuspide.com/producto/costes-margenes-y-resultados/",950,"ESIC
","276
","01/01/2002
",149.889492753623
"951","MERCADOS ELECTRONICOS  NUEVOS SISTEMAS DE PAGO","GOMEZ CACERES, DIEGO; CORBALAN...","44753.50","https://cuspide.com/producto/mercados-electronicos-nuevos-sistemas-de-pago/",951,"ESIC
","318
","01/01/2001
",140.73427672956
"952","EMPRESAS ESPAÑOLAS EN LOS MERCADOS INTERNACIONALES","GARCIA CRUZ, ROSARIO","44753.50","https://cuspide.com/producto/empresas-espanolas-en-los-mercados-internacionales/",952,"ESIC
","392
","01/01/2000
",114.167091836735
"953","INVESTIGACION COMERCIAL","GONZALEZ LOBO, MARIA ANGELES","76558.00","https://cuspide.com/producto/investigacion-comercial-3/",953,"ESIC
","448
","01/01/2000
",170.888392857143
"954","MERCADOS INTERNACIONALES INVERSIONES EXTRANJERAS","GOMEZ CACERES, DIEGO","41037.00","https://cuspide.com/producto/mercados-internacionales-inversiones-extranjeras/",954,"ESIC
","192
","01/01/2000
",213.734375
"955","LA GUIA DEL LIDER","BALDONI, JOHN","14500.00","https://cuspide.com/producto/la-guia-del-lider/",955,"GRUPO NELSON
","224
","01/01/2018
",64.7321428571429
"956","PROCEDIMIENTOS ESTADISTICOS CON STATGRAPHICS","SERRET MORENO-GIL, JAIME","72117.50","https://cuspide.com/producto/procedimientos-estadisticos-con-statgraphics/",956,"ESIC
","540
","01/01/1998
",133.550925925926
"957","TECNOLOGIA E INDUSTRIA REALIDADES ALCANZABLES","RODRIGUEZ CORTEZO, JESUS","28596.50","https://cuspide.com/producto/tecnologia-e-industria-realidades-alcanzables/",957,"ESIC
","192
","01/01/1997
",148.940104166667
"958","TRECE GRANDES TEMAS DE MARKETING",NA,"44127.50","https://cuspide.com/producto/trece-grandes-temas-de-marketing/",958,"ESIC
","10
","01/01/2000
",4412.75
"959","DONDE ESTA LA ACCION","ELISE, KEITH J.","50769.50","https://cuspide.com/producto/donde-esta-la-accion/",959,"TEBAR
","510
","01/01/2022
",99.5480392156863
"960","MATEMATICAS FINANCIERAS","MIGUEL SECO, JOSE MARIA DE","42033.50","https://cuspide.com/producto/matematicas-financieras-2/",960,"TEBAR
","236
","01/01/2022
",178.108050847458
"961","FINANZAS DESCENTRALIZADAS PARA INQUIETOS","CABALLERO, MIGUEL","33600.00","https://cuspide.com/producto/finanzas-descentralizadas-para-inquietos/",961,"VALLETTA EDICIONES
","490
","01/01/2022
",68.5714285714286
"962","EL PODER DE TU MARCA PERSONAL","RUBIO, RUBEN MARTIN","27000.00","https://cuspide.com/producto/el-poder-de-tu-marca-personal/",962,"VALLETTA EDICIONES
","400
","01/01/2022
",67.5
"963","LA SORPRENDENTE CIENCIA DE LAS REUNIONES","ROGELBERG, STEVEN G.","44923.00","https://cuspide.com/producto/la-sorprendente-ciencia-de-las-reuniones/",963,"TEBAR
","248
","01/01/2022
",181.141129032258
"964","ASI SE HACE UN PLAN DE EMPRESA","PEREZ, DAVID","25200.00","https://cuspide.com/producto/asi-se-hace-un-plan-de-empresa/",964,"TEBAR
","160
","01/01/2019
",157.5
"965","DIRECCION DE MARKETING","GRANDE ESTEBAN, ILDEFONSO","30876.00","https://cuspide.com/producto/direccion-de-marketing-2/",965,"MCGRAW-HILL
","430
","01/01/1992
",71.8046511627907
"966","ERRORES QUE NO COMETERE JAMAS EN MI OPTICA","LADRON DE GUEVARA, EDUARDO","64377.50","https://cuspide.com/producto/errores-que-no-cometere-jamas-en-mi-optica/",966,"TEBAR
","196
","01/01/2019
",328.456632653061
"967","ECONOMIA CIRCULAR","BELDA HERIZ, IGNACIO","38102.50","https://cuspide.com/producto/economia-circular/",967,"TEBAR
","234
","01/01/2019
",162.831196581197
"968","MARKETING PARA ABOGADOS ESCEPTICOS","PEREZ, DAVID","42033.50","https://cuspide.com/producto/marketing-para-abogados-escepticos/",968,"TEBAR
","206
","01/01/2019
",204.046116504854
"969","EQUIPOS MOTIVADOS , EQUIPOS PRODUCTIVOS","RIOS, INMA","31080.00","https://cuspide.com/producto/equipos-motivados-equipos-productivos/",969,"TEBAR
","168
","01/01/2019
",185
"970","CUESTIONARIOS DE AUTOEVALUACION Y APRENDIZAJE SOBRE SEGURIDAD","CORTES DIAZ, JOSE MARIA","40723.00","https://cuspide.com/producto/cuestionarios-de-autoevaluacion-y-aprendizaje-sobre-seguridad/",970,"TEBAR
","336
","01/01/2019
",121.199404761905
"971","EL DON DE LA PALABRA","ARTESERO GARCIA, MARIO","28358.50","https://cuspide.com/producto/el-don-de-la-palabra/",971,"TEBAR
","206
","01/01/2019
",137.662621359223
"972","ASI SE MIENTE CON ESTADISTICAS","KRAMER, WALTER","25200.00","https://cuspide.com/producto/asi-se-miente-con-estadisticas/",972,"TEBAR
","200
","01/01/2019
",126
"973","ORGANIZACIONES EXPONENCIALES","ISMAEL, SALIM","34000.00","https://cuspide.com/producto/organizaciones-exponenciales/",973,"VALLETTA EDICIONES
","410
","01/01/2022
",82.9268292682927
"974","INFORME SOBRE EL DESARROLLO MUNDIAL",NA,"88838.50","https://cuspide.com/producto/informe-sobre-el-desarrollo-mundial/",974,"MUNDI-PRENSA
","262
","01/01/1999
",339.078244274809
"975","HISTORIA MAGISTRA VITAE","GARCIA JIMENEZ, FRANCISCO","27249.50","https://cuspide.com/producto/historia-magistra-vitae/",975,"TEBAR
","162
","01/01/2019
",168.206790123457
"976","MANUAL PRACTICO DE GESTION EMPRESARIAL","REBORIO FERNANDEZ, ADOLFO","61589.00","https://cuspide.com/producto/manual-practico-de-gestion-empresarial/",976,"TEBAR
","406
","01/01/2019
",151.697044334975
"977","INVESTIGACION COMERCIAL","MARTINEZ CARRASCO, RAFAEL DOMI...","42067.00","https://cuspide.com/producto/investigacion-comercial-2/",977,"TEBAR
","10
","01/01/2019
",4206.7
"978","COMO APROVECHAR EL TIEMPO DE LAS REUNIONES","GUTMANN, JOANNA","14200.00","https://cuspide.com/producto/como-aprovechar-el-tiempo-de-las-reuniones/",978,"GEDISA
","176
","01/01/2002
",80.6818181818182
"979","LA COMUNICACION EN EL TRABAJO","TAYLOR, JUDITH","13000.00","https://cuspide.com/producto/la-comunicacion-en-el-trabajo/",979,"GEDISA
","128
","01/01/2002
",101.5625
"980","MANUAL DE CONTABILIDAD PARA EMPRESAS TURISTICAS","MARTINEZ, RAFAEL DOMINGO","45931.00","https://cuspide.com/producto/manual-de-contabilidad-para-empresas-turisticas/",980,"TEBAR
","536
","01/01/2019
",85.6921641791045
"981","COMO SUPERAR A LA COMPETENCIA","FISHER, JOHN G.","13000.00","https://cuspide.com/producto/como-superar-a-la-competencia/",981,"GEDISA
","160
","01/01/2001
",81.25
"982","HABLAR PARA PERSUADIR","ALCABU, DAVID","32357.00","https://cuspide.com/producto/hablar-para-persuadir/",982,"TEBAR
","216
","01/01/2019
",149.800925925926
"983","TECNICAS PARA PRESENTACIONES EFICACES","BRADBURY, ANDREW","13800.00","https://cuspide.com/producto/tecnicas-para-presentaciones-eficaces/",983,"GEDISA
","168
","01/01/2000
",82.1428571428571
"984","PIENSE Y HAGASE RICO","HILL, NAPOLEON","23900.00","https://cuspide.com/producto/piense-y-hagase-rico/",984,"Del Fondo Editorial
","258
","01/01/2021
",92.6356589147287
"985","CHINA Y ARGENTINA COOPERACION E INTERCAMBIO EN LA NUEVA ERA DE LA REFORMA C","XUEDONG, GIRALDO","30000.00","https://cuspide.com/producto/china-y-argentina-cooperacion-e-intercambio-en-la-nueva-era-de-la-reforma-c/",985,"UNIV. NAC. DE LANUS
","10
","01/01/2019
",3000
"986","COMPRENDER LA GLOBALIZACION","DE LA DEHESA, GUILLERMO","28080.00","https://cuspide.com/producto/comprender-la-globalizacion/",986,"ALIANZA
","246
","01/01/2003
",114.146341463415
"987","3. EL CAPITAL  VOL 6  PROCESO GLOBAL DE PRODUCCION CAPITALISTA","MARX, KARL","30990.00","https://cuspide.com/producto/3-el-capital-vol-6-proceso-global-de-produccion-capitalista/",987,"SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","446
","01/01/1998
",69.4843049327354
"988","ODISEA PYME","RIMMELE, FRANCISCO","24990.00","https://cuspide.com/producto/odisea-pyme/",988,"TEMAS GRUPO EDITORIAL
","164
","01/01/2025
",152.378048780488
"989","LA NATURALEZA ES UN CAMPO DE BATALLA","KEUCHEYAN, RAZMIG","17990.00","https://cuspide.com/producto/la-naturaleza-es-un-campo-de-batalla/",989,"CAPITAL INTELECTUAL
","200
","01/01/2016
",89.95
"990","LA INFLACION COMO DELITO","ROJAS, RICARDO MANUEL","23000.00","https://cuspide.com/producto/la-inflacion-como-delito/",990,"Unión Editorial
","276
","01/01/2023
",83.3333333333333
"991","HACIA UNA NUEVA LIBERTAD","ROTHBARD, MURRAY N.","28500.00","https://cuspide.com/producto/hacia-una-nueva-libertad/",991,"Unión Editorial
","376
","01/01/2021
",75.7978723404255
"992","EL DINERO","MENGER, CARL","22000.00","https://cuspide.com/producto/el-dinero/",992,"Unión Editorial
","248
","01/01/2021
",88.7096774193548
"993","EL TAO DE WARREN BUFFETT","CLARK, DAVID","23900.00","https://cuspide.com/producto/el-tao-de-warren-buffett/",993,"PAIDOS
","160
","01/01/2022
",149.375
"994","EL MARKETING EN REDES SOCIALES","KOTLER, PHILIP","51300.00","https://cuspide.com/producto/el-marketing-en-redes-sociales/",994,"HOEPLI EDICIONES
","10
","01/01/2025
",5130
"995","INVERSION EN BOLSA PARA DUMMIES","DE LA CRUZ, ISMAEL","42600.00","https://cuspide.com/producto/inversion-en-bolsa-para-dummies/",995,"HOEPLI EDICIONES
","10
","01/01/2025
",4260
"996","EL ARTE Y EL CORAZON DEL LIDERAZGO","VACCHI, GIOVANNI BATTISTA","49200.00","https://cuspide.com/producto/el-arte-y-el-corazon-del-liderazgo/",996,"HOEPLI EDICIONES
","10
","01/01/2025
",4920
"997","EL INVERSOR CONDUCTUAL","CROSBY, DANIEL","53400.00","https://cuspide.com/producto/el-inversor-conductual/",997,"HOEPLI EDICIONES
","10
","01/01/2025
",5340
"998","ELEMENTOS DE INVERSION","MALKIEL, BURTON","42600.00","https://cuspide.com/producto/elementos-de-inversion/",998,"HOEPLI EDICIONES
","10
","01/01/2025
",4260
"999","TODO SOBRE LOS NFT","GARAVAGLIA, ROBERTO","40600.00","https://cuspide.com/producto/todo-sobre-los-nft/",999,"HOEPLI EDICIONES
","10
","01/01/2025
",4060
"1000","SABERLO ES NEGOCIO","DESTEFANO, CLAUDIO","75599.00","https://cuspide.com/producto/saberlo-es-negocio/",1000,"AGUILAR
","272
","01/01/2006
",277.9375
"1001","PROCESO GIGAS",NA,"19700.00","https://cuspide.com/producto/proceso-gigas/",1001,"CLARETIANA
","144
","01/01/2025
",136.805555555556
"1002","IA Y HUMANISMO",NA,"33600.00","https://cuspide.com/producto/ia-y-humanismo/",1002,"KOLIMA
","10
","01/01/2025
",3360
"1003","LIDER COACH CHAMAN","DIAZ DEUS, ANTONIO","41200.00","https://cuspide.com/producto/lider-coach-chaman/",1003,"KOLIMA
","10
","01/01/2025
",4120
"1004","DESARROLLO DEL TALENTO EN LA PRACTICA","ALLES, MARTHA","50200.00","https://cuspide.com/producto/desarrollo-del-talento-en-la-practica/",1004,"GRANICA
","10
","01/01/2025
",5020
"1005","AQUI ESTA LA ESTRATEGIA","GODIN, SETH","42600.00","https://cuspide.com/producto/aqui-esta-la-estrategia/",1005,"HOEPLI EDICIONES
","10
","01/01/2025
",4260
